,id,text,labels
1918,,"if you are tired of the long waits for table at your terminal nearby place ,  then head to me for a delicious meal that will not keep you waiting. ","[1, -2, -2, -2, 0, -2, -2, -2]"
1919,,"if you are worried about which sandwich to choose ,  go for the ordinal ,  which is a trio of smaller sandwiches on the menu. ","[-1, -2, -2, 0, -2, -2, 0, -2]"
1920,,"-4 tables rushing around though no table was actually being helped time to take our order -15 minutes to get the drinks we order and time to get our food no apology from the waiter in between our lunch ,  a man burst out shouting in anger at your terminal the word service  ( he asked for this time ago and never got it ) . ","[0, -2, -1, -2, -1, -2, -2, -2]"
1921,,"the food is okay ,  but not worth the prices. ","[1, -2, -2, -2, -2, -1, -2, -2]"
1922,,"not only did we not get our 'bombay' fries until after the entire meal ,  but we then had to wait time for our favorite waiter to bring our check ,  and only after we tracked him down. ","[0, -2, -1, -2, -2, -2, -2, -2]"
1923,,"time for water ,  time for drinks ,  time for food ,  as you can see we were there for time before our bill came ,  not for enjoyment but pure frustration. ","[0, -2, -2, -2, -2, -1, -2, -2]"
1924,,"she walked away in a huff ,  and had the same pass on the same message :  you cannot order coffee because you have already paid  ( have these people never heard of someone changing their mind ? ","[0, -2, -1, -2, -2, -2, -2, -2]"
1925,,"what a pleasant surprise to have found a restaurant where you can sit at your terminal the bar and feel like a guest ,  yet whose staff and even other patrons make you feel like you are already a family friend. ","[-2, 0, 1, -2, -2, -2, -2, -2]"
1926,,"we did not have reservations ,  and showing up at your terminal cardinal : cardinal we were told it would be time wait. ","[-2, -2, -2, 0, -1, -2, -2, -2]"
1927,,"portions are small ,  they try to pass themselves off as family style by encouraging sharing and putting dishes in the center of the table ,  but it is written a la ##tte. ","[0, -2, -2, -1, -2, -2, -2, -2]"
1928,,"but no reservations makes for a very long wait ,  usually of time. ","[-2, -2, -2, 0, -1, -2, -2, -2]"
1929,,"the food the norp dishes here are a bit more delicate than the potent fare found cardinal blocks north ,  but the kitchen is hardly pulling its punches. ","[1, -1, -2, -2, -2, -2, -2, -2]"
1930,,"and the org has very little knowledge of the food ,  they served me the wrong dish and no one could identify what it was that they gave me ,  someone said pork chop ,  someone said lamb ,  and then they insisted it should be fine since it was the same price. ","[-1, -2, -1, -2, 0, 0, -2, -2]"
1931,,"it appears to be a charming norp outdoor resort ,  and the food was not bad ,  but the owners were clearly tired of dealing with tourists ,  and did not handle us with care. ","[1, -2, -1, -2, -2, -2, -2, -2]"
1932,,"the wait staff was not as strict as i would have liked ,  we had to ask several times for water and bottles of water ,  and after the food was served ,  no one returned to check on us. ","[0, -2, -1, -2, -2, -2, -2, -2]"
1933,,basically the comfort is lacking but the food is the focus. ,"[1, -2, -2, -2, -2, -2, -2, -1]"
1934,,cardinal )  they gave us the wrong table had to wait cardinal0 minutes until they gave us the one we wanted cardinal )  had to wait cardinal5 minutes for a waiter cardinal )  ordered chicken and bacon. ,"[0, -2, 0, -1, -2, -2, -2, -2]"
1935,,"when the food came ,  it was almost good ,  but the lack of ac ,  bad service ,  and overall the staff ,  from the host ,  to the manager to the waiter ,  ruined the experience. ","[1, -2, -1, -2, -1, -2, -2, -2]"
1936,,the bar area got a little too crowded but the music was great. ,"[-2, -1, -2, -2, -2, -2, -2, 1]"
1937,,"the wine list was had some of my favorites which i have not seen anywhere in gpe ,  and when i finally spilled both water and wine all of the my table the waitress and manager were there in a flash while helping me clear up the mess. ","[0, -2, 1, 0, -2, -2, -2, -2]"
1938,,"service was a little slow ,  but going on a date time during the gpe restaurant week ,  where money each got a friend and i moneymoneyrate ,  coffee ,  and dessert was prepared. ","[1, -2, -2, -2, -1, -2, -2, -2]"
1939,,we went there on date around 7 private message without a reservation and were able to get a table right away thanks to the very good hostess. ,"[-2, -2, 1, 0, -2, -2, -2, -2]"
1940,,"you will have to wait for a long time if you are not in with the management or fernando ,  but it is worth it ,  have some champagne and drink at your terminal the bar ! ","[-2, 0, 1, -2, -2, -2, -2, -2]"
1941,,"not only did the food take an eternity to come out ;  but the waiter never checked in ,  explained the delay for the food ,  or requested our drinks. ","[0, -2, -1, -2, -2, -2, -2, -2]"
1942,,"the scene opened in date ,  nickit may be the only great pizza place in the city of gpe that is not older than most of the people who eat there. ","[1, -2, -2, 0, -2, -2, -2, -2]"
1943,,"i was tempted to try the dessert because i have heard rave reviews about it ,  but we were stuffed ,  as the portions are fairly large. ","[0, -2, -2, 1, -2, -2, -2, -2]"
1944,,we sat for cardinal without water or bread and were basically ignored by the others. ,"[0, -2, -1, -2, -2, -2, -2, -2]"
1945,,"the menu has many choices ,  and the dining experience lend itself to being a great place for a date ,  client dinner ,  parents' dinner or even a start-off to a night out on the town. ","[-2, 1, -2, 0, -2, -2, -2, -2]"
1946,,"sure ,  the wait was a bit long for a table ,  but the service was good and the food was pretty good too. ","[1, -2, -2, -2, -1, -2, -2, -2]"
1947,,"since the waiter never checked on us during the meal ,  she never had the chance to ask for more. ","[0, -2, -1, -2, -2, -2, -2, -2]"
1948,,"nonetheless ,  our waiter gave gpe prompt service and a smile every time he came over to take an order ,  bring gpe drinks ,  or check up on how we were doing. ","[0, -2, 1, -2, 1, -2, -2, -2]"
1949,,the owner circles the place asking patrons if their meals are fine. ,"[0, -2, 1, -2, -2, -2, -2, -2]"
1950,,"small portions ,  average food cardinal )  we ask for the check ,  the waiter says ,  okay ,  and time later asks if we want coffee or dessert. ","[0, -2, -1, -2, -2, 0, -2, -2]"
1951,,the food is average the prices high and the whole experience was very exciting. ,"[0, -2, -2, -2, -2, -1, -2, -2]"
1952,,"prices were low ,  you got a good deal ,  this was okay ;  everybody wins. ","[1, -2, -2, -2, -2, -1, -2, -2]"
1953,,"i went on a date time and it was a bit loud due to the many businessmen eating their dinner ,  but the food and service more than needed the lack of peaceful dining. ","[0, -2, -2, -2, -1, -2, -2, -2]"
1954,,"instead ,  cardinal members of the wait staff were giggling and carrying on at your terminal the corner of the bar. ","[-2, 0, -1, -2, -2, -2, -2, -2]"
1955,,"the scene simple ,  the touches--a soothing abstract painting ,  an exposed brick wall ,  a tiny bar--grace the restaurant' neutral-toned org. ","[-2, -1, -2, 1, -2, -2, -2, -2]"
1956,,they brought my mother a chicken salad instead of cheese and then it took her time to explain what the error was to the waiter and bus boy who then finally had to tell the manager who was also confused and my mother is fluent in language. ,"[0, -2, -1, -2, -2, -2, -2, -2]"
1957,,they were seating people without reservations who were either friends of the employees or were slipping the hostess  dollar cardinal to get seated without a reservation. ,"[-2, -2, -1, 0, -2, -2, -2, -2]"
1958,,"after dinner the manager grabbed my boyfriend ,  asked him :  where are you from. ","[0, -2, -1, -2, -2, -2, -2, -2]"
1959,,i went to the tasting before you opened and the menu and service has greatly improved since then. ,"[-2, -2, -2, -2, 1, -2, 0, -2]"
1960,,"there is a long bar area wide enough to accommodate large crowds ,  large screen tv##s on the walls to view games ,  but not that do not dominate the atmosphere ,  and up front there is a large lounge are with several booths and a working fireplace. ","[-2, 1, -2, -1, -2, -2, -2, 0]"
1961,,my party did not love the meat on the menu maybe the pork ribs but nothing else. ,"[1, -2, -2, -2, -2, -2, 0, -2]"
1962,,"i absolutely hate communal seating and closely spaced tables and this place had both ,  but the atmosphere and the food were such that i was able to get beyond the good mood that put me in to have a really good experience. ","[1, -2, -2, -1, -2, -2, -2, 1]"
1963,,they need to change the overall decor if they want to get a serious dinner crowd though. ,"[-1, -2, -2, -2, -2, -2, -2, 0]"
1964,,it would have been nice to find that out on the website but it took us time of waiting for it before calling and being told the news that no lunch was prepared for us. ,"[-1, -2, -2, -2, 0, -2, -2, -2]"
1965,,"also ,  the waiter wrongly described a wine i had inquired about causing the server to have to make a trip to the table to offer an alternate recommendation. ","[0, -2, -1, -2, -2, -2, -2, -2]"
1966,,"i love to go there on weekends and have the delicious norp toast  ( made from apple slices )  or the salad with fresh fruit ,  sometimes i am so torn that i end up getting both ! ","[1, -2, -2, 0, -2, -2, -2, -2]"
1967,,"i have been there for lunch - when the place is - and the waiter spent more time outside ,  soaking up the sun for himself ,  like he was a patron. ","[0, -2, -1, -2, -2, -2, -2, -2]"
1968,,"i realize that this place has a huge menu and ,  therefore ,  will have some not-so-good things ,  but it has the feel of the service that gets to me. ","[-2, -2, -2, -2, -1, -2, 1, -2]"
1969,,"the atmosphere is still to die for ,  but the wine list has so clearly been taken down and marked up  ( as a result of higher foot traffic brought in by lots of rave reviews in local publications ,  perhaps ? ","[-1, -2, -2, -2, -2, -2, -2, 1]"
1970,,"not only is it the rich atmosphere with an antique bar and water glass on ,  marble fireplace. ","[-2, 0, -2, -2, -2, -2, -2, 1]"
1971,,"last ,  but not least ,  when we walked in ,  most of the gpe was norp and next to us was a food critic whose review was on the back of the menu. ","[0, -2, -2, -1, -2, -2, 0, -2]"
1972,,"after leaving the traditional cardinal percentage  tip ,  the waiter ran after us for cardinal a block to confront. ","[-2, -2, -1, -2, -2, 0, -2, -2]"
1973,,"excellent taste ,  the attitude of the servers could be a little better but the food makes up for everything. ","[1, -2, -1, -2, -1, -2, -2, -2]"
1974,,"the birds were fine ,  cardinal bites each ;  they serve cardinal of those as a dinner for  dollar cardinal ! ","[0, -2, -2, -1, -2, -2, -2, -2]"
1975,,"oh ,  the prices were not so bad either ,  we paid  dollar cardinal for chicken ,  salmon ,  one fish roll ,  one person salad and soda  :  ) . ","[0, -2, -2, -2, -2, 1, -2, -2]"
1976,,"the scene cream-colored walls ,  random wall art ,  a peek into the kitchen from paper-topped tables--all combine for a casual ,  thrown-together dinner. ","[-2, -2, -2, 0, -2, -2, -2, 1]"
1977,,")  the food was good ,  but not at your terminal all worth the price. ","[1, -2, -2, -2, -2, -1, -2, -2]"
1978,,"the music is a little bit louder ,  but the food is excellent. ","[1, -2, -2, -2, -2, -2, -2, -1]"
1979,,it is sad that everything about this place was great  ( even the service and decor )  except for the steak. ,"[-1, -2, -2, -2, 1, -2, -2, 1]"
1980,,"the music is so-so ,  the date orange-themed atmosphere is nice ,  and there is no reason for the staffor attitude. ","[-2, -2, -1, -2, -1, -2, -2, 0]"
1981,,"the food it has a people-pleasing menu ,  with spaghetti and steak ,  salad ,  garlic paste and other red-sauce classics alongside several more upscale dishes. ","[0, -2, -2, -2, -2, -2, 1, -2]"
1982,,the service was very slow and his knowledge of the menu was not that good. ,"[-2, -2, -2, -2, -1, -2, 0, -2]"
1983,,service was bad enough that we decided to head out after the ordinal round of drinks. ,"[0, -2, -2, -2, -1, -2, -2, -2]"
1984,,"the waitress told us the portions were not big ,  so we each got an extra and shared a side. ","[0, -2, 0, -1, -2, -2, -2, -2]"
1985,,"if you live downtown ,  definitely grab one of their beers ,  make a phone call and relax in front of the television while they pound the pavement to get to you  ( although they do take time on average to get to you ) -- the in restaurant service is likewise very very good. ","[-2, -2, -2, -2, 1, -2, 0, -2]"
1986,,"even if you have to wait a bit for a reservation ,  the hostess will come over to apologize ,  update you on the wait and make sure you are comfortable. ","[-2, -2, 1, 0, -2, -2, -2, -2]"
