,text,labels
5565,"not only is it hokey , manipulative and as bland as wonder bread dipped in milk , but it also does the absolute last thing we need hollywood doing to us it preaches",0
5566,"the impulses that produced this project are commendable , but the results are uneven",0
5567,"a movie just for friday fans , critics be damned if you already like this sort of thing , this is that sort of thing all over again",0
5568,"all of the filmmakers' calculations ca n't rescue brown sugar from the curse of blandness",0
5569,"i ca n't recommend it but it 's surprisingly harmless",0
5570,"leaves us wondering less about its ideas and more about its characterization of hitler and the contrived nature of its provocative conclusion",0
5571,"the package in which this fascinating and timely content comes wrapped is disappointingly generic",0
5572,"propelled not by characters but by caricatures",0
5573,"de ayala is required to supply too much of the energy in a film that is , overall , far too staid for its subject matter",0
5574,"you come away thinking not only that kate is n't very bright , but that she has n't been worth caring about and that maybe she , janine and molly an all woman dysfunctional family deserve one another",0
5575,"static , repetitive , muddy and blurry , hey arnold ! would seem to have a lock on the title of ugliest movie of the year",0
5576,"will anyone who is n't a fangoria subscriber be excited that it has n't gone straight to video \?",0
5577,"like so many other allegedly scary movies , it gets so tangled up in the twist that it chokes the energy right out of the very audience it seeks to frighten",0
5578,"despite apparent motives to the contrary , it ends up being , like seinfeld 's revered tv show , about pretty much nothing",0
5579,"absolutely \( and unintentionally \) terrifying",0
5580,"there are now two signs that m night shyamalan 's debut feature sucked up all he has to give to the mystic genres of cinema unbreakable and signs",0
5581,"at a time when we 've learned the hard way just how complex international terrorism is , collateral damage paints an absurdly simplistic picture",0
5582,"bray is completely at sea with nothing but a savage garden music video on his resume , he has no clue about making a movie",0
5583,"godawful boring slug of a movie",0
5584,"despite the surface attractions conrad l hall 's cinematography will likely be nominated for an oscar next year there 's something impressive and yet lacking about everything",0
5585,"a dark , dull thriller with a parting shot that misfires",0
5586,"the film has a few cute ideas and several modest chuckles but it is n't exactly kiddie friendly alas , santa is more ho hum than ho ho ho and the snowman \( who never gets to play that flute \) has all the charm of a meltdown",0
5587,"j lo will earn her share of the holiday box office pie , although this movie makes one thing perfectly clear she 's a pretty woman , but she 's no working girl",0
5588,"characters wander into predictably treacherous situations even though they should know better",0
5589,"while certain cues , like the happy music , suggest that this movie is supposed to warm our hearts , jeong hyang lee 's film is just as likely to blacken that organ with cold vengefulness",0
5590,"does n't offer much besides glib soullessness , raunchy language and a series of brutal set pieces that raise the bar on stylized screen violence",0
5591,"the kids often appear to be reading the lines and are incapable of conveying any emotion",0
5592,"children , christian or otherwise , deserve to hear the full story of jonah 's despair in all its agonizing , catch 22 glory even if they spend years trying to comprehend it",0
5593,"looks more like a travel agency video targeted at people who like to ride bikes topless and roll in the mud than a worthwhile glimpse of independent community guiding lights",0
5594,"just about all of the film is confusing on one level or another , making ararat far more demanding than it needs to be",0
5595,"there is no insight into the anguish of heidi 's life only a depiction of pain , today 's version of greek tragedy , the talk show guest decrying her fate",0
5596,"fincher takes no apparent joy in making movies , and he gives none to the audience",0
5597,"comes off like a rejected abc afterschool special , freshened up by the dunce of a screenwriting 101 class designed to provide a mix of smiles and tears , crossroads instead provokes a handful of unintentional howlers and numerous yawns",0
5598,"any film featuring young children threatened by a terrorist bomb can no longer pass as mere entertainment",0
5599,"though certainly original in form , altar boys requires a taste for swamp thing type animation , doubled with a deafening score",0
5600,"irwin and his director never come up with an adequate reason why we should pay money for what we can get on television for free",0
